Unnamed: 0,Authors,Title,Citation,DOI,Year,0,1,2,3,FINDINGS,Reported,Correction Date,Retraction,Correction,No Action,"SUM 
Completed",institution_info,city_country,LatLng,city_name,GreenPct,NearBodyOfWater,University,NearParks
47,"Michelle Khai Khun Yap, Nget Hong Tan, Si Mui Sim, Shin Yee Fung, Choo Hock Tan",Pharmacokinetics of Naja sumatrana (Equatorial Spitting Cobra) Venom and Its Major Toxins in Experimentally Envenomed Rabbits,PLOS Neglected Tropical Diseases June 2014 | Volume 8 | Issue 6 | e28901,10.1371/journal.pntd.0002890,01/01/14,,,,1,"duplicated, stretched blot panels with duplicated area within blot",1,09/30/14,,1.0,,1,"['CENAR and Department of Molecular Medicine, Faculty of Medicine, University of Malaya, Kuala Lumpur, Malaysia', 'CENAR and Department of Molecular Medicine, Faculty of Medicine, University of Malaya, Kuala Lumpur, Malaysia', 'Department of Pharmacology, Faculty of Medicine, University of Malaya, Kuala Lumpur, Malaysia', 'CENAR and Department of Molecular Medicine, Faculty of Medicine, University of Malaya, Kuala Lumpur, Malaysia', 'Department of Pharmacology, Faculty of Medicine, University of Malaya, Kuala Lumpur, Malaysia']","[' Kuala Lumpur', "" Malaysia'""]","(3.1478, 101.6953)",['kuala lumpur'],35.80%,False,university of malaya,False
48,"Jianming Chen, Julian I. Rood, and Bruce A. McClane",Epsilon-Toxin Production by Clostridium perfringens Type D Strain CN3718 Is Dependent upon the agr Operon but Not the VirS/VirR Two-Component Regulatory System,mBio 2(6):  2011,10.1128/mBio.00275-11,01/01/11,,,1.0,,"Overlapping microscopy images, multiple times",1,01/27/15,,1.0,,1,"['Department of Microbiology and Molecular Genetics, University of Pittsburgh School of Medicine, Pittsburgh, Pennsylvania, USA', 'Australian Research Council, Centre of Excellence in Structural and Functional Genomics, Department of Microbiology, Monash University, Clayton, Victoria, Australia', 'Department of Microbiology and Molecular Genetics, University of Pittsburgh School of Medicine, Pittsburgh, Pennsylvania, USA', 'Australian Research Council, Centre of Excellence in Structural and Functional Genomics, Department of Microbiology, Monash University, Clayton, Victoria, Australia']","["" USA'"", ' Victoria', ' Pittsburgh', ' Clayton', "" Australia'"", ' Pennsylvania']","(40.4396, -79.9762)","['pittsburgh', 'clayton', 'victoria']",34.58%,False,university of pittsburgh school of medicine,False
49,"Doblin Sandai, Yin Zhikang, Laura Selway, David Stead, Janet Walker, Michelle D. Leach, Iryna Bohovych, Iuliana V. Ene, Stavroula Kastora, Susan Budge, Carol A. Munro, Frank C. Odds, Neil A. R. Gow, and Alistair J. P. Brown",The Evolutionary Rewiring of Ubiquitination Targets Has Reprogrammed the Regulation of Carbon Assimilation in the Pathogenic Yeast Candida albicans,mBio 3(6): 2012,10.1128/mBio.00495-12,01/01/12,,1.0,,,Duplicated western blots,1,01/20/15,,1.0,,1,"['School of Medical Sciences, University of Aberdeen, Institute of Medical Sciences, Foresterhill, Aberdeen, United Kingdom', 'School of Medical Sciences, University of Aberdeen, Institute of Medical Sciences, Foresterhill, Aberdeen, United Kingdom', 'School of Medical Sciences, University of Aberdeen, Institute of Medical Sciences, Foresterhill, Aberdeen, United Kingdom', 'School of Medical Sciences, University of Aberdeen, Institute of Medical Sciences, Foresterhill, Aberdeen, United Kingdom', 'School of Medical Sciences, University of Aberdeen, Institute of Medical Sciences, Foresterhill, Aberdeen, United Kingdom', 'School of Medical Sciences, University of Aberdeen, Institute of Medical Sciences, Foresterhill, Aberdeen, United Kingdom', 'School of Medical Sciences, University of Aberdeen, Institute of Medical Sciences, Foresterhill, Aberdeen, United Kingdom', 'School of Medical Sciences, University of Aberdeen, Institute of Medical Sciences, Foresterhill, Aberdeen, United Kingdom', 'School of Medical Sciences, University of Aberdeen, Institute of Medical Sciences, Foresterhill, Aberdeen, United Kingdom', 'School of Medical Sciences, University of Aberdeen, Institute of Medical Sciences, Foresterhill, Aberdeen, United Kingdom', 'School of Medical Sciences, University of Aberdeen, Institute of Medical Sciences, Foresterhill, Aberdeen, United Kingdom', 'School of Medical Sciences, University of Aberdeen, Institute of Medical Sciences, Foresterhill, Aberdeen, United Kingdom', 'School of Medical Sciences, University of Aberdeen, Institute of Medical Sciences, Foresterhill, Aberdeen, United Kingdom', 'School of Medical Sciences, University of Aberdeen, Institute of Medical Sciences, Foresterhill, Aberdeen, United Kingdom']","[' Aberdeen', ' Foresterhill', "" United Kingdom'""]","(57.15, -2.11)",['aberdeen'],34.75%,False,university of aberdeen,False
50,"Anusha M. Gopalakrishnan, and Nirbhay Kumar",Opposing Roles for Two Molecular Forms of Replication Protein A in Rad51-Rad54-Mediated DNA Recombination in Plasmodium falciparum,mBio 4(3): 2013,10.1128/mBio.00252-13,01/01/13,,,1.0,,Duplicated agarose gel panels,1,02/03/15,,1.0,,1,"['Department of Tropical Medicine, Tulane University, School of Public Health and Tropical Medicine, New Orleans, Louisiana, USA', 'Department of Tropical Medicine, Tulane University, School of Public Health and Tropical Medicine, New Orleans, Louisiana, USA']","["" USA'"", ' New Orleans', ' Louisiana']","(30.0687, -89.9288)",['new orleans'],33.74%,False,tulane university,False
51,"Christopher W. Cutler, Paul I. Eke, Caroline A. Genco, Thomas E. Van Dyke, and Roland R. Arnold",Hemin-Induced Modifications of the Antigenicity and Hemin-Binding Capacity of Porphyromonas gingivalis Lipopolysaccharide,"Infect. Immun. June 1996, p. 2282–2287 Vol. 64, No. 6",PMID: 8675338,01/01/96,,,,1,"Cut, and duplicated SDS PAGE parts",1,,,,1.0,1,"Department of Biomedical Sciences and Periodontics, Baylor College of Dentistry, Dallas, Texas, USA.","[' Texas', ' USA.']","(32.7936, -96.7662)",['dallas'],34.34%,False,baylor college of dentistry,False
52,"Brenda A. Wilson, Virgilio G. Ponferrada, Jefferson E. Vallence, and Mengfei Ho",Localization of the Intracellular Activity Domain of Pasteurella multocida Toxin to the N Terminus,"Infection, and Immunity, Jan. 1999, p. 80–87 Vol. 67, No. 1",PMID: 9864199 ,01/01/99,,1.0,,,"Identical microscopy panels, might be error",1,,,,1.0,1,"Department of Biochemistry and Molecular Biology, Wright State University School of Medicine, Dayton, Ohio 45435, USA. bwilson@wright.edu","[' Ohio 45435', ' USA. bwilson@wright.edu']","(39.7797, -84.1998)",['dayton'],33.56%,False,wright state university school of medicine,False
53,"S. Jeyaseelan, S.L. Hsuan, M.S. Kannan, B. Walcheck, J.F. Wang, M.E. Kehrli, E.T. Lally, G.C. Sieck, and S.K. Maheswaran",Lymphocyte Function-Associated Antigen 1 Is a Receptor for Pasteurella haemolytica Leukotoxin in Bovine Leukocytes,"Infection, and Immunity, Jan. 2000, p. 72–79 Vol. 68, No. 1",10.1128/IAI.68.1.72-79.2000,01/01/00,,,1.0,,Multiple cases of shifted or duplicated blot panels,1,,,,1.0,1,"['<!--label omitted: 1-->Department of Veterinary PathoBiology, College of Veterinary Medicine, University of Minnesota, St. Paul, Minnesota 551081;', '<!--label omitted: 1-->Department of Veterinary PathoBiology, College of Veterinary Medicine, University of Minnesota, St. Paul, Minnesota 551081;', '<!--label omitted: 1-->Department of Veterinary PathoBiology, College of Veterinary Medicine, University of Minnesota, St. Paul, Minnesota 551081;', '<!--label omitted: 1-->Department of Veterinary PathoBiology, College of Veterinary Medicine, University of Minnesota, St. Paul, Minnesota 551081;', '<!--label omitted: 2-->Leon Levy Research Center for Oral Biology, University of Pennsylvania, Philadelphia, Pennsylvania 191042;', '<!--label omitted: 3-->Metabolic Diseases and Immunology Research Unit, National Animal Disease Center, Ames, Iowa 500103; and', '<!--label omitted: 2-->Leon Levy Research Center for Oral Biology, University of Pennsylvania, Philadelphia, Pennsylvania 191042;', '<!--label omitted: 4-->Departments of Anesthesiology and of Physiology and Biophysics, Mayo Clinic, Rochester, Minnesota 559054', '<!--label omitted: 1-->Department of Veterinary PathoBiology, College of Veterinary Medicine, University of Minnesota, St. Paul, Minnesota 551081;']","[' Mayo Clinic', ' St. Paul', ' Philadelphia', ' Ames', "" '<!--label omitted: 4-->Departments of Anesthesiology and of Physiology and Biophysics"", "" Pennsylvania 191042;'"", ""'<!--label omitted: 1-->Department of Veterinary PathoBiology"", "" Minnesota 559054'"", ' Rochester', "" Minnesota 551081;'"", "" '<!--label omitted: 1-->Department of Veterinary PathoBiology"", "" Iowa 500103; and'""]","(44.9477, -93.104)","['st. paul', 'philadelphia', 'ames', 'rochester']",34.16%,False,university of pennsylvania,False
54,"S. Jeyaseelan, M.S. Kannan, R.E. Briggs, P. Thumbikat, and S.K. Maheswaran","Mannheimia haemolytica Leukotoxin Activates a Nonreceptor Tyrosine Kinase Signaling Cascade in Bovine Leukocytes, Which Induces Biological Effects","Infection, and Immunity, Oct. 2001, p. 6131–6139 Vol. 69, No. 10",10.1128/IAI.69.10.6131–6139.2001,01/01/01,,,,1,Multiple cases of shifted or duplicated blot panels,1,,,,1.0,1,"Department of Veterinary PathoBiology, College of Veterinary Medicine, University of Minnesota, St. Paul, Minnesota 55108, USA.","[' Minnesota 55108', ' USA.']","(44.9477, -93.104)",['st. paul'],34.41%,False,college of veterinary medicine,False
55,"Nobuo Okahashi, Atsuo Sakurai, Ichiro Nakagawa, Taku Fujiwara, Shigetada Kawabata, Atsuo Amano, and Shigeyuki Hamada",Infection by Streptococcus pyogenes Induces the Receptor Activator of NF-__B Ligand Expression in Mouse Osteoblastic Cells,"Infect. Immun. Feb. 2003, p. 948–955 Vol. 71, No. 2",10.1128/IAI.71.2.948-955.2003,01/01/03,,1.0,,,"duplicated blots, two sets",1,,,,1.0,1,"['Departments of Oral and Molecular Microbiology', 'Oral Frontier Biology', 'Departments of Oral and Molecular Microbiology', 'Pediatric Dentistry, Osaka University Graduate School of Dentistry, 1-8 Yamadaoka, Suita-Osaka 565-0871', 'Departments of Oral and Molecular Microbiology', 'Pediatric Dentistry, Osaka University Graduate School of Dentistry, 1-8 Yamadaoka, Suita-Osaka 565-0871', 'Departments of Oral and Molecular Microbiology', 'PRESTO, Japan Science and Technology Corporation, Kawaguchi-Saitama 332-0012, Japan', 'Oral Frontier Biology', 'Departments of Oral and Molecular Microbiology']","["" 'PRESTO"", ' 1-8 Yamadaoka', "" 'Oral Frontier Biology'"", "" 'Pediatric Dentistry"", "" Japan'"", "" Suita-Osaka 565-0871'"", ' Kawaguchi-Saitama 332-0012', ' Japan Science and Technology Corporation']","(34.8194589, 135.5215879)","['RG9C+QJ Suita, Osaka, Japan']",33.38%,False,osaka university graduate school of dentistry,True
56,"Stephanie Dahan, Guillaume Dalmasso, Veronique Imbert, Jean-Francois Peyron, Patrick Rampal, and Dorota Czerucka",Saccharomyces boulardii Interferes with Enterohemorrhagic Escherichia coli-Induced Signaling Pathways in T84 Cells,"Infection and Immunity 73: Feb. 2003, p. 766–773",10.1128/IAI.71.2.766–773.2003,01/01/03,,,1.0,,multiple cases of duplicated bands within same blot,CHECK,,,,1.0,1,"Laboratoire de Gastroentérologie et Nutrition, Faculté de Médecine, Université de Nice-Sophia Antipolis, 06107 Nice Cedex 2, France.","[' 06107 Nice Cedex 2', ' France.']","(41.752238, -72.76291259999999)",[],,,,
57,"Laura W. Schrum, Ian Marriott, Betsy R. Butler, Elaine K. Thomas, Michael C. Hudson, and Kenneth L. Bost",Functional CD40 Expression Induced following Bacterial Infection of Mouse and Human Osteoblast,"Infect. Immun. Mar. 2003, p. 1209–1216",10.1128/IAI.71.3.1209–1216.2003,01/01/03,,1.0,,,duplicated microscopoy images,CHECK,,,,1.0,1,"Department of Biology, University of North Carolina at Charlotte, Charlotte, North Carolina 28223, USA. lwschrum@email.uncc.edu","[' North Carolina 28223', ' USA. lwschrum@email.uncc.edu']","(35.208, -80.8304)",['charlotte'],35.38%,False,university of north carolina at charlotte,False
58,"Sen Rong Yan, Gefei Qing, David M. Byers, Andrew W. Stadnyk, Walla Al-Hertani, and Robert Bortolussi",Role of MyD88 in Diminished Tumor Necrosis Factor Alpha Production by Newborn Mononuclear Cells in Response to Lipopolysaccharide,"Infect. Immun. Mar. 2004, p. 1223–1229 Vol. 72, No. 3",10.1128/IAI.72.3.1223-1229.2004,01/01/04,,,1.0,,Mirrored blot,1,,,,1.0,1,"['Departments of Pediatrics', 'Departments of Pediatrics', 'Departments of Pediatrics', 'Biochemistry and Molecular Biology', 'Departments of Pediatrics', 'Microbiology and Immunology, Dalhousie University, Halifax, Nova Scotia B3J 3G9, Canada', 'Departments of Pediatrics', 'Departments of Pediatrics', 'Microbiology and Immunology, Dalhousie University, Halifax, Nova Scotia B3J 3G9, Canada']","[' Halifax', "" Canada'"", "" 'Biochemistry and Molecular Biology'"", ' Nova Scotia B3J 3G9']","(44.6475, -63.5906)",['halifax'],34.36%,False,dalhousie university,False
59,"Peter L. W. Yun, Arthur A. Decarlo, Cheryl C. Chapple, and Neil Hunter",Functional Implication of the Hydrolysis of Platelet Endothelial Cell Adhesion Molecule 1 (CD31) by Gingipains of Porphyromonas gingivalis for the Pathology of Periodontal Disease,"Infect. Immun. Mar. 2005, p. 1386–1398 Vol. 73, No. 3",10.1128/IAI.73.3.1386-1398.2005,01/01/05,,,1.0,,Overlapping microscopy panels,1,,,,1.0,1,"['Institute of Dental Research, Westmead Millennium Institute and Centre for Oral Health, Westmead Hospital, Sydney, New South Wales, Australia', 'NSU Dental, Nova Southeastern University, Ft. Lauderdale, Florida', 'Institute of Dental Research, Westmead Millennium Institute and Centre for Oral Health, Westmead Hospital, Sydney, New South Wales, Australia', 'Institute of Dental Research, Westmead Millennium Institute and Centre for Oral Health, Westmead Hospital, Sydney, New South Wales, Australia']","["" Florida'"", ' Sydney', ' Ft. Lauderdale', "" 'NSU Dental"", "" Australia'"", ' New South Wales']","(-33.865, 151.2094)","['sydney', 'florida']",34.58%,False,nova southeastern university,False
