Authors,Title,Citation,DOI,Year,0,1,2,3,FINDINGS,Reported,Correction Date,Retraction,Correction,No Action,"SUM 
Completed",Lab Size,Publication Rate,Other Journals Published In,1st Author Affiliation University,1st Author Duration of career,1st Author Highest Degree,1st Author Degree Area,city_country,LatLng,city_name,GreenPct,NearBodyOfWater,NearParks,Insititution,Rank,Overall Score,Academic Reputation Score,Citations per Faculty,Faculty Student Ratio,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
"Ying-Yi Chen, Fon-Chang Liu, Pei-Yu Chou, Yi-Chung Chien, Wun-Shaing Wayne Chang, Guang-Jhong Huang, Chieh-Hsi Wu, and Ming-Jyh Sheu","Ethanol Extracts of Fruiting Bodies of Antrodia cinnamomea Suppress CL1-5 Human Lung Adenocarcinoma Cells Migration by Inhibiting Matrix Metalloproteinase-2/9 through ERK, JNK, p38 and PI3K/Akt Signaling Pathways","Evidence-Based Complementary, and Alternative Medicine, Volume 2012, Article ID 378415",10.1155/2012/378415,01/01/12,,1,,,Duplicated 0h microscopy images,1,12/02/12,,1,,1,"[50.0, nan]","[nan, nan, 0.23, nan, nan, nan, 0.45, nan]","[{'Journal of ethnopharmacology', 'Food Science & Nutrition'}, {'Virus evolution', 'arXiv preprint arXiv:2201.09706', 'Microbial genomics', 'Antioxidants'}]","['School of Pharmacy, China Medical University, 91 Hsueh-Shih Road, Taichung 404, Taiwan', 'School of Pharmacy, China Medical University, 91 Hsueh-Shih Road, Taichung 404, Taiwan', 'Department of Pharmacy, Da Chien General Hospital, Miaoli 36052, Taiwan', 'Department of Life Science, National Chung Hsing University, 250 Kuo Kuang Road, Taichung 402, Taiwan', 'Department of Life Science, National Chung Hsing University, 250 Kuo Kuang Road, Taichung 402, Taiwan', 'National Institute of Cancer Research, National Health Research Institutes, 35 Keyan Road, Zhunan, Miaoli 350, Taiwan', 'School of Chinese Pharmaceutical Sciences and Chinese Medicine Resources, China Medical University, Taichung 404, Taiwan', 'School of Pharmacy, China Medical University, 91 Hsueh-Shih Road, Taichung 404, Taiwan', 'School of Pharmacy, China Medical University, 91 Hsueh-Shih Road, Taichung 404, Taiwan']",,PhD,Pharmacy,"["" Taiwan'"", ' 35 Keyan Road', ' Taichung 402', ' 250 Kuo Kuang Road', ' Zhunan', ' Miaoli 36052', ' Taichung 404', ' 91 Hsueh-Shih Road', ' Miaoli 350']","(24.1631651, 120.6746691)",[],33.51%,FALSE,FALSE,China Medical University,,78.9,,,,,,,,,,,,,
"Chih-Yu Peng, Hui-Wen Yang, Yin-Hung Chu, Yu-Chao Chang, Ming-Ju Hsieh, Ming-Yung Chou, Kun-Tu Yeh, Yueh-Min Lin, Shun-Fa Yang, and Chiao-Wen Lin",Caffeic Acid Phenethyl Ester Inhibits Oral Cancer Cell Metastasis by Regulating Matrix Metalloproteinase-2 and the Mitogen-Activated Protein Kinase Pathway,"Evidence-Based Complementary, and Alternative Medicine, Volume 2012, Article ID 732578",10.1155/2012/732578,01/01/12,,1,,,Duplicated microscopy panels,1,01/06/16,,1,,1,"[nan, nan, nan, 50.0]","[nan, 0.36, nan, 0.17, nan, nan, nan, nan]","[{'中山醫學雜誌', 'Cancer letters', 'BMJ open', 'Tumor Biology'}, {""Alzheimer's & Dementia"", 'SLEEP'}, {'Journal of Immunology', 'International journal of oncology', 'Transplantation', 'Regulation of cellular gene expression by the viral Src oncoprotein'}]","['School of Dentistry, Chung Shan Medical University, Taichung 40201, Taiwan', 'Department of Dentistry, Chung Shan Medical University Hospital, Taichung 40201, Taiwan', 'School of Dentistry, Chung Shan Medical University, Taichung 40201, Taiwan', 'Department of Dentistry, Chung Shan Medical University Hospital, Taichung 40201, Taiwan', 'Institute of Medicine, Chung Shan Medical University, Taichung 402, Taiwan', 'School of Dentistry, Chung Shan Medical University, Taichung 40201, Taiwan', 'Department of Dentistry, Chung Shan Medical University Hospital, Taichung 40201, Taiwan', 'School of Medical Laboratory and Biotechnology, Chung Shan Medical University, Taichung 40201, Taiwan', 'School of Dentistry, Chung Shan Medical University, Taichung 40201, Taiwan', 'Department of Dentistry, Chung Shan Medical University Hospital, Taichung 40201, Taiwan', 'Department of Pathology, Changhua Christian Hospital, Changhua 50006, Taiwan', 'Department of Pathology, Changhua Christian Hospital, Changhua 50006, Taiwan', 'Institute of Medicine, Chung Shan Medical University, Taichung 402, Taiwan', 'Department of Medical Research, Chung Shan Medical University Hospital, Taichung 40201, Taiwan', 'Department of Dentistry, Chung Shan Medical University Hospital, Taichung 40201, Taiwan', 'Institute of Oral Sciences, Chung Shan Medical University, Taichung 40201, Taiwan']",,,Cell Biology,"["" Taiwan'"", ' Taichung 402', ' Changhua 50006', ' Taichung 40201']","(23.69781, 120.960515)",[],34.34%,FALSE,FALSE,Chung Shan Medical University,,,,,,,,,,,,,,,
"Chiung-Chyi Shen, Yi-Chin Yang, Ming-Tsang Chiao, Shiuh-Chuan Chan, and Bai-Shuan Liu",Low-Level Laser Stimulation on Adipose-Tissue-Derived Stem Cell Treatments for Focal Cerebral Ischemia in Rats,"Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 594906",10.1155/2013/594906,01/01/13,,,1,,shifted GAPDH panels,1,12/10/15,,1,,1,"[50.0, 50.0, nan, nan]","[nan, nan, nan, nan, nan]",[],"['Department of Neurosurgery, Taichung Veterans General Hospital, Taichung 40705, Taiwan', 'Department of Physical Therapy, Hung Kuang University, Taichung 43302, Taiwan', 'Department of Medicine, National Defense Medical Center, Taipei 114, Taiwan', 'Tri-Service General Hospital, National Defense Medical Center, Taipei 114, Taiwan', 'Department of Neurosurgery, Taichung Veterans General Hospital, Taichung 40705, Taiwan', 'Department of Neurosurgery, Taichung Veterans General Hospital, Taichung 40705, Taiwan', 'Graduate Institute of Pharmaceutical Science and Technology, Central Taiwan University of Science and Technology, Taichung 40601, Taiwan', 'Department of Medical Imaging and Radiological Sciences, Central Taiwan University of Science and Technology, Taichung 40601, Taiwan']",,,Neurology,"[' Taichung 40705', "" Taiwan'"", ' Taipei 114', ' Taichung 40601', ' Taichung 43302']","(23.69781, 120.960515)",[],34.88%,FALSE,FALSE,Hung Kuang University,,,,,,,,,,,,,,,
"Li Li, Ji-kun Du, Li-yi Zou, Tie Wu, Yong-woo Lee, and Yong-ho Kim",Decursin Isolated from Angelica gigas Nakai Rescues PC12 Cells from Amyloid __-Protein-Induced Neurotoxicity through Nrf2-Mediated Upregulation of Heme Oxygenase-1: Potential Roles of MAPK,"Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 467245",10.1155/2013/467245,01/01/13,1,,1,,Multiple cases of shifted or rotated blot panels,1,09/03/14,,1,,1,"[nan, nan, nan, 27.0]","[nan, nan, nan, 0.19, 0.28, 0.36]","[{'International Journal of Quality & Reliability Management', 'Journal of the Chinese Institute of Industrial Engineers', 'JOURNAL-CHINESE INSTITUTE OF INDUSTRIAL ENGINEERS'}, {'IEEE InternationalElectron Devices Meeting, 2005. IEDM Technical Digest.', '2006 International Electron Devices Meeting', 'Nano letters'}, {'Neuron'}]","['Department of Pharmacology, Guangdong Medical College, Dongguan 523-808, China', 'Department of Smart Food and Drugs, Graduate School, Inje University, Gimhae 621-749, Republic of Korea', 'Department of Clinical Laboratory, Shenzhen Shajing Affiliated Hospital of Guangzhou Medical University, Shenzhen 518-104, China', 'Department of Pharmacology, Guangdong Medical College, Dongguan 523-808, China', 'Department of Pharmacology, Guangdong Medical College, Dongguan 523-808, China', 'Department of Smart Food and Drugs, Graduate School, Inje University, Gimhae 621-749, Republic of Korea', 'Department of Smart Food and Drugs, Graduate School, Inje University, Gimhae 621-749, Republic of Korea']",,,Antioxidants,"["" Republic of Korea'"", ' Shenzhen 518-104', ' Gimhae 621-749', "" China'"", ' Dongguan 523-808']","(27.3336, 128.5736)",['china'],33.81%,FALSE,FALSE,Guangdong Medical College,,,,,,,,,,,,,,,
"Nabilatul Hani Mohd-Radzman, Wan Iryani Wan Ismail, Siti Safura Jaapar, Zainah Adam, and Aishah Adam",Stevioside from Stevia rebaudiana Bertoni Increases Insulin Sensitivity in 3T3-L1 Adipocytes,"Evidence-Based Complementary, and Alternative Medicine, Volume 2013, Article ID 938081",10.1155/2013/938081,01/01/13,,,,1,Same band seen twice in one blot strip,1,06/21/16,,1,,1,"[24.0, 50.0, nan, nan]","[nan, 0.25, 0.56, 0.25, 0.15]","[{'Evidence-based complementary and alternative medicine', 'Journal of Sustainability Science and Management'}, {'The Open Conference Proceedings Journal', 'Evidence-Based Complementary and Alternative Medicine'}]","['Faculty of Pharmacy, Universiti Teknologi MARA, Puncak Alam Campus, 42300 Bandar Puncak Alam, Selangor, Malaysia', 'Faculty of Pharmacy, Universiti Teknologi MARA, Puncak Alam Campus, 42300 Bandar Puncak Alam, Selangor, Malaysia', 'Faculty of Pharmacy, Universiti Teknologi MARA, Puncak Alam Campus, 42300 Bandar Puncak Alam, Selangor, Malaysia', 'Medical Technology Division, Malaysian Nuclear Agency, Bangi, 43000 Kajang, Selangor, Malaysia', 'Faculty of Pharmacy, Universiti Teknologi MARA, Puncak Alam Campus, 42300 Bandar Puncak Alam, Selangor, Malaysia']",,,,"[' Bangi', ' 42300 Bandar Puncak Alam', ' Puncak Alam Campus', ' Universiti Teknologi MARA', ' 43000 Kajang', ' Malaysian Nuclear Agency', ' Selangor', "" Malaysia'""]","(3.2284177, 101.4282369)",[],,,,Universiti Teknologi MARA,685,1.2,25.2,3,13.7,,,,,,,,,,
"Zhiqiang Wang, Baofang Jin, Xindong Zhang, Yugui Cui, Dalin Sun, and Chao Gao",Yangjing Capsule Extract Promotes Proliferation of GC-1 Spg Cells,"Evidence-Based Complementary, and Alternative Medicine, Volume 2014, Article ID 640857",10.1155/2014/640857,01/01/14,,,,1,Possibly manipulated FACS images,1,11/09/15,,1,,1,"[19.0, nan, nan, nan]","[nan, nan, 1.0, nan, nan, 0.33]","[{'Proceedings of the ACM/IEEE 42nd International Conference on Software Engineering: Software Engineering in Practice', 'Proceedings of the ACM/IEEE 42nd International Conference on Software Engineering: Companion Proceedings'}, {'Biotechnology for biofuels', 'Bioresources and Bioprocessing'}]","['Institute of Andrology, Nanjing University of Chinese Medicine, No. 138 Xianlin Road, Nanjing, Jiangsu 210023, China', 'Institute of Andrology, Nanjing University of Chinese Medicine, No. 138 Xianlin Road, Nanjing, Jiangsu 210023, China', 'Institute of Andrology, Nanjing University of Chinese Medicine, No. 138 Xianlin Road, Nanjing, Jiangsu 210023, China', 'State Key Laboratory of Reproductive Medicine, Clinical Center of Reproductive Medicine, First Affiliated Hospital, Nanjing Medical University, Nanjing 210029, China', 'Institute of Andrology, Nanjing University of Chinese Medicine, No. 138 Xianlin Road, Nanjing, Jiangsu 210023, China', 'State Key Laboratory of Reproductive Medicine, Clinical Center of Reproductive Medicine, First Affiliated Hospital, Nanjing Medical University, Nanjing 210029, China']",,,,"[' Clinical Center of Reproductive Medicine', ' Nanjing 210029', ' No. 138 Xianlin Road', ' Jiangsu 210023', "" China'"", ' Nanjing']","(32.05, 118.7667)","['nanjing', 'china']",32.03%,FALSE,FALSE,Nanjing University,133,52,59.6,96.4,30.1,6.3,1,17,,,,10.2,,,
"Ya-min Zhang, Hong Xu, Hua Sun, Su-hui Chen, and Fu-ming Wang",Electroacupuncture Treatment Improves Neurological Function Associated with Regulation of Tight Junction Proteins in Rats with Cerebral Ischemia Reperfusion Injury,"Evidence-Based Complementary, and Alternative Medicine, Volume 2014, Article ID 989340",10.1155/2014/989340,01/01/14,,,1,,overlapping microscopy images,1,11/11/15,,1,,1,"[nan, nan, nan, nan]","[nan, 0.19, 0.31, nan, 0.29]","[{'Nucleic acids research', 'bioRxiv', 'Nature'}]","['Department of Traditional Chinese Medicine, Peking Union Medical College Hospital (PUMCH), Peking Union Medical College (PUMC), Chinese Academy of Medical Sciences, Beijing 100730, China', 'Department of Traditional Chinese Medicine, Peking Union Medical College Hospital (PUMCH), Peking Union Medical College (PUMC), Chinese Academy of Medical Sciences, Beijing 100730, China', 'Department of Traditional Chinese Medicine, Peking Union Medical College Hospital (PUMCH), Peking Union Medical College (PUMC), Chinese Academy of Medical Sciences, Beijing 100730, China', 'Department of Traditional Chinese Medicine, Peking Union Medical College Hospital (PUMCH), Peking Union Medical College (PUMC), Chinese Academy of Medical Sciences, Beijing 100730, China', 'Department of Traditional Chinese Medicine, Peking Union Medical College Hospital (PUMCH), Peking Union Medical College (PUMC), Chinese Academy of Medical Sciences, Beijing 100730, China']",,,,"["" China'"", ' Beijing 100730']","(27.3336, 128.5736)",['china'],33.48%,FALSE,FALSE,Peking Union Medical College,,,,,,,,,,,,,,,
"Lilian Amrein, May Shawi, Jeremy Grenier, Raquel Aloyz, and Lawrence Panasci",The phosphatidylinositol-3 kinase I inhibitor BKM120 induces cell death in B-chronic lymphocytic leukemia cells in vitro,"Int. J. Cancer: 133, 247–252 (2013)",10.1002/ijc.27989,01/01/13,,1,,,Duplicated control blot panel,1,08/07/15,,1,,1,"[50.0, nan, 36.0, nan]","[nan, nan, nan, 0.17, 0.11]",[{'Molecular Mechanisms Regulating Survival of Peripheral Neurons During Development and Adulthood'}],"['Department of Oncology; Faculty of Medicine; McGill University; Lady Davis Institute-Segal Cancer Center from the Jewish General Hospital; Montreal; Quebec; Canada', 'Department of Oncology; Faculty of Medicine; McGill University; Lady Davis Institute-Segal Cancer Center from the Jewish General Hospital; Montreal; Quebec; Canada', 'Department of Oncology; Faculty of Medicine; McGill University; Lady Davis Institute-Segal Cancer Center from the Jewish General Hospital; Montreal; Quebec; Canada', 'Department of Oncology; Faculty of Medicine; McGill University; Lady Davis Institute-Segal Cancer Center from the Jewish General Hospital; Montreal; Quebec; Canada', 'Department of Oncology; Faculty of Medicine; McGill University; Lady Davis Institute-Segal Cancer Center from the Jewish General Hospital; Montreal; Quebec; Canada']",,PhD,Cancer Biology,[],"(45.4968796, -73.6296469)","['F9WC+Q4 Montreal, QC, Canada']",33.23%,FALSE,FALSE,McGill University,27,92.2,92.5,65.5,73.3,-7.8,-14.4,-1.2,0,310,246,5,,1011.6,
"Gong Yang, Imelda Mercado-Uribe, Asha S. Multani, Subrata Sen, Ie-Ming Shih, Kwong-Kwok Wong, David M. Gershenson, and Jinsong Liu",RAS promotes tumorigenesis through genomic instability induced by imbalanced expression of Aurora-A and BRCA2 in midbody during cytokinesis,"Int. J. Cancer: 133, 275–286 (2013)",10.1002/ijc.28032,01/01/13,,,1,,Overlapping microscopy images,1,07/01/15,,1,,1,"[50.0, nan, nan, nan]","[nan, nan, nan, nan, 0.1, 0.14, nan, 0.19]","[{'Nature Methods', 'New England Journal of Medicine', 'Journal of Clinical Medicine'}, {'Indian pediatrics'}, {'Applied Optics'}]","['Department of Pathology; The University of Texas MD Anderson Cancer Center; Houston; TX', 'Department of Genetics; The University of Texas MD Anderson Cancer Center; Houston; TX', 'Department of Molecular Pathology; The University of Texas MD Anderson Cancer Center; Houston; TX', 'Department of Gynecologic Pathology; School of Medicine; The Johns Hopkins University; Baltimore; MD', 'Department of Gynecological Oncology; The University of Texas MD Anderson Cancer Center; Houston; TX', 'Department of Gynecological Oncology; The University of Texas MD Anderson Cancer Center; Houston; TX', 'Department of Pathology; The University of Texas MD Anderson Cancer Center; Houston; TX']",,,,[],"(39.3299013, -76.6205177)","['89HH+XQ Baltimore, MD']",33.36%,FALSE,TRUE,The University of Texas,1106,1.6,6.6,13,5,7,5.6,8.3,0,0,,10.4,,1014.8,
"Sujit K. Bhutia, Swadesh K. Das, Belal Azab, Mitchell E. Menezes, Paul Dent, Xiang-Yang Wang, Devanand Sarkar, and Paul B. Fisher",Targeting breast cancer-initiating/stem cells with melanoma differentiation-associated gene-7/interleukin-24,"Int. J. Cancer: 133, 2726–2736 (2013)",10.1002/ijc.28289,01/01/13,,,1,,Overlapping microscopy images,1,04/15/16,,1,,1,"[nan, 50.0, nan, 50.0]","[nan, 0.02, 0.42, 0.31, 0.14, nan, nan]","[{'The Astrophysical Journal Supplement Series', 'Physical Review Letters', 'The Astrophysical Journal', 'Classical and Quantum Gravity'}, {'IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems', 'Nanoscale'}, {'Therapeutic Delivery', 'Toxicology and applied pharmacology', 'Approaches for Enhancing Therapeutic Efficacy of a Novel IL-10 Gene Family Member: MDA-7/IL-24'}, {'Oncoscience'}, {'Implant Realities'}]","['Department of Human and Molecular Genetics; Virginia Commonwealth University School of Medicine; Richmond; VA', 'Department of Human and Molecular Genetics; Virginia Commonwealth University School of Medicine; Richmond; VA', 'Department of Human and Molecular Genetics; Virginia Commonwealth University School of Medicine; Richmond; VA']",,,Molecular Biology,[],(),[],33.90%,FALSE,FALSE,Virginia Commonwealth University,752,4.3,7.1,16.3,47.6,,,,,,,,,,
"Upal K. Basu Roy, Rebecca S. Henkhaus, Fotios Loupakis, Chiara Cremolini, Eugene W. Gerner, and Natalia A. Ignatenko",Caveolin-1 is a novel regulator of K-RAS-dependent migration in colon carcinogenesis,"Int. J. Cancer: 133, 43–58 (2013)",10.1002/ijc.28001,01/01/13,,,1,,"Reused blot, shifted, other protein",1,08/07/15,,1,,1,"[50.0, nan, nan, 50.0]","[nan, nan, 0.11, 0.36, nan, nan]","[{'BMC medical research methodology'}, {'Annals of oncology'}]","['Department of Biochemistry and Molecular Biophysics; Biochemistry and Molecular and Cellular Biology Graduate Program; University of Arizona; Tucson; AZ; USA', 'Cancer Biology Interdisciplinary Program; University of Arizona Cancer Center; Tucson; AZ; USA', 'Polo Oncologico-Azienda Ospedaliero-Universitaria Pisana; Pisa; Italy']",,,Bisulfite Sequencing,"["" 'Polo Oncologico-Azienda Ospedaliero-Universitaria Pisana; Pisa; Italy'""]",(),[],32.52%,FALSE,FALSE,University of Arizona,268,36.8,41.3,22.4,61.4,,,,,,,,,,
"Teresa Lorenzi, Maria Lorenzi, Emma Altobelli, Daniela Marzioni, Emanuela Mensa__, Alexia Quaranta, Francesca Paolinelli, Manrico Morroni, Roberta Mazzucchelli, Antonio De Luca, Antonio Domenico Procopio, Alfonso Baldi, Giovanni Muzzonigro, Rodolfo Montironi, and Mario Castellucci",HtrA1 in human urothelial bladder cancer: A secreted protein and a potential novel biomarker,"Int. J. Cancer: 133, 2650–2661 (2013)",10.1002/ijc.28280,01/01/13,,,,1,"Reused lanes, possibly duplicated lanes",1,08/07/15,,1,,1,"[50.0, 50.0, 50.0, 50.0]","[nan, 0.38, 0.18, 0.18, 0.5, nan, nan, nan, 0.2, 0.08, 0.12, 0.16, nan, 0.12, 0.09]","[{'EBS Workshop on X-ray Raman Scattering spectroscopy', 'Nature communications', 'Nanoscale'}, {'International journal of cancer', 'Brain and Behavior'}, {'Cancer treatment reviews'}, {'Scientific Reports'}, {'Frontiers in Bioscience-Elite', 'Cases Journal'}, {'Virchows Archiv'}, {'Mathematical finance'}]","['Department of Experimental and Clinical Medicine; Università Politecnica delle Marche; Via Tronto 10/a; Ancona; 60020; Italy', 'Department of Experimental and Clinical Medicine; Università Politecnica delle Marche; Via Tronto 10/a; Ancona; 60020; Italy', 'Department of Experimental and Clinical Medicine; Università Politecnica delle Marche; Via Tronto 10/a; Ancona; 60020; Italy', 'Department of Experimental and Clinical Medicine; Università Politecnica delle Marche; Via Tronto 10/a; Ancona; 60020; Italy', 'Department of Experimental and Clinical Medicine; Università Politecnica delle Marche; Via Tronto 10/a; Ancona; 60020; Italy', 'Department of Experimental and Clinical Medicine; Università Politecnica delle Marche; Via Tronto 10/a; Ancona; 60020; Italy', 'Department of Experimental and Clinical Medicine; Università Politecnica delle Marche; Via Tronto 10/a; Ancona; 60020; Italy', 'Department of Medical Sciences and Public Health, Section of Pathological Anatomy; Università Politecnica delle Marche, United Hospitals; Via Conca 71; Ancona; 60020; Italy', 'Department of Medicine and Public Health; Section of Clinical Anatomy, Second University of Naples; Via L. Armanni 5; Napoli; 80138; Italy', 'Department of Clinical and Molecular Sciences; Università Politecnica delle Marche; Via Tronto 10/a; Ancona; 60020; Italy', 'Department of Biochemistry; Section of Pathology, Second University of Naples; Via L. Armanni 5; Napoli; 80138; Italy', 'Department of Clinical Specialistic and Odontostomatologic Sciences, Section of Urology; Università Politecnica delle Marche, United Hospitals; Via Conca 71; Ancona; 60020; Italy', 'Department of Medical Sciences and Public Health, Section of Pathological Anatomy; Università Politecnica delle Marche, United Hospitals; Via Conca 71; Ancona; 60020; Italy', 'Department of Experimental and Clinical Medicine; Università Politecnica delle Marche; Via Tronto 10/a; Ancona; 60020; Italy']",,PhD,Immunohistochemistry,"["" United Hospitals; Via Conca 71; Ancona; 60020; Italy'""]","(43.6037608, 13.4565114)","['JF34+GJ Ancona, Province of Ancona, Italy']",32.41%,FALSE,FALSE,Università Politecnica delle Marche,800,,5.1,48.5,11.3,4.5,-2,13,,,,5.5,,,
